Id,Probability
1,0.0371432676272
2,0.0586148871992
3,0.0324556639541
4,0.0850450768851
5,0.0478205103463
6,0.0347860793169
7,0.0369983964897
8,0.0724632059794
9,0.0315138532398
10,0.135307497752
11,0.0373126851397
12,0.0352661898272
13,0.036488760679
14,0.0463012170079
15,0.035817948615
16,0.0359945104341
17,0.0339834173536
18,0.0359122895915
19,0.11695654967
20,0.0384551805745
21,0.0339374210734
22,0.0347545169012
23,0.0343901343088
24,0.334784994518
25,0.076037970111
26,0.0441563493926
27,0.0416748320291
28,0.0325533264424
29,0.0374928949953
30,0.0614565554199
31,0.0353776643871
32,0.0334646000194
33,0.0355828919006
34,0.0358768329875
35,0.471980957354
36,0.0372667526887
37,0.0410632625008
38,0.0365339453769
39,0.0387317633917
40,0.0998489144518
41,0.687012719422
42,0.187116682039
43,0.0361901357539
44,0.0350871717491
45,0.0655066498469
46,0.0356220658694
47,0.0347816561696
48,0.0330255412503
49,0.0358915267904
50,0.033229235279
51,0.0360580898029
52,0.0374225092196
53,0.0332080027898
54,0.0349643369274
55,0.0370669980125
56,0.0787888231088
57,0.0341395000792
58,0.0865413121806
59,0.0810194181879
60,0.0926613677017
61,0.0347370029736
62,0.0350009386739
63,0.035458124158
64,0.0345855019964
65,0.0360065682358
66,0.0337175319802
67,0.0367117240335
68,0.0417451427129
69,0.0343647321891
70,0.137900133905
71,0.0339454269046
72,0.0385560078049
73,0.0344254965997
74,0.0910416149684
75,0.0344034519312
76,0.0341802281195
77,0.0362079986499
78,0.043342401144
79,0.0460406126332
80,0.0416526529218
81,0.0371449703628
82,0.0341976848735
83,0.0362835951505
84,0.0369033363458
85,0.0306375926743
86,0.035394578383
87,0.0387839504937
88,0.0345769970005
89,0.0362674069062
90,0.0366260104868
91,0.0525117912452
92,0.03260043762
93,0.033036373695
94,0.0331065535921
95,0.0318034548038
96,0.00581079649725
97,0.0369391123994
98,0.0354099138837
99,0.0356687588015
100,0.0365772229529
101,0.0359951725808
102,0.0371402857838
103,0.0329433730593
104,0.0355160444749
105,0.154648917087
106,0.0386432696556
107,0.175910457415
108,0.0354828133591
109,0.0350664322643
110,0.0381946532016
111,0.0491224095662
112,0.0541322422635
113,0.0382520817877
114,0.10859585802
115,0.0375185671279
116,0.0363299693112
117,0.0328530669987
118,0.0376089662278
119,0.0370021417363
120,0.0349422837127
121,0.0322568987774
122,0.0879066452336
123,0.0361898979657
124,0.1033084317
125,0.0384304421689
126,0.0348351276404
127,0.0353239458026
128,0.0374364125687
129,0.0340816816042
130,0.0612368227199
131,0.0715816983606
132,0.0373540873854
133,0.0357541197764
134,0.169610640438
135,0.0365259479518
136,0.0357744033865
137,0.0941749087566
138,0.0794308758062
139,0.0346231219763
140,0.0396557428861
141,0.0356024343815
142,0.0348310832501
143,0.0342823250726
144,0.0359109916812
145,0.0384897103213
146,0.0385026252196
